mortgage_loan_id,contract_no,customer_id,product_code,branch_code_raw,loan_principal,interest_rate_annual,disbursement_date_raw,maturity_date_raw,outstanding_principal,outstanding_interest,total_outstanding
5957,ML-2021-005957,531,BUSINESS,BR-CT01,4720581559,8.5,11/09/2023,11/09/2048,1952059576,80196851,2032256427
5958,ML-2023-005958,4090,HOME,Ha Noi CN1,3352029310,11.0,2020-08-04,04/08/2034,3177611371,169773744,3347385115
5959,ML-2020-005959,4618,HOME,HAI_PHONG_1,923906207,10.5,2020-04-05,2030-04-05,628285503,22638974,650924477
5960,ML-2022-005960,2181,HOME,BR-HP01,2334786898,10.0,07-04-2020,07 Thg 4 2043,1153835277,52521649,1206356926
5961,ML-2021-005961,4603,CAR,HAI_PHONG_1,3177676785,8.0,06/01/2022,06-01-2044,2684223097,36561604,2720784701
5962,ML-2020-005962,3512,HOME,DN-01,3891553129,10.5,2020-12-18,18/12/2034,2531161665,83892467,2615054132
5963,ML-2022-005963,1045,HOME,Hai Phong CN1,2341249138,8.5,17/02/2020,17-02-2032,1784873179,34179073,1819052252
5964,ML-2021-005964,1806,HOME,CN-HCM-01,377318838,10.5,2020-09-05,2038-09-05,367657355,13063382,380720737
5965,ML-2021-005965,250,BUSINESS,DN-01,4768808959,10.5,03-03-2021,03-03-2039,3351788324,155286502,3507074826
5966,ML-2024-005966,4896,HOME,HCM_Q3,654283769,10.5,2023-01-09,09-01-2036,350249759,9839532,360089291
5967,ML-2022-005967,2016,BUSINESS,HP-01,4963665324,8.0,05-11-2020,05-11-2042,3068898779,89295253,3158194032
5968,ML-2020-005968,3477,HOME,HN-01,514665755,7.5,2023-08-08,08/08/2040,177128093,2101445,179229538
5969,ML-2020-005969,4506,BUSINESS,Hai Phong CN1,4546696986,8.5,22-05-2021,22 Thg 5 2034,3468574265,42335847,3510910112
5970,ML-2021-005970,4356,CAR,HA_NOI_CN1,999760612,11.0,2020-08-15,2041-08-15,444876583,16523534,461400117
5971,ML-2023-005971,3963,HOME,HCM_Q3,860320054,9.0,2023-01-16,16 Thg 1 2042,745105745,18841752,763947497
5972,ML-2024-005972,1729,BUSINESS,Ha Noi CN1,3637556357,10.0,24.11.2023,24 Thg 11 2047,1352543015,54015374,1406558389
5973,ML-2020-005973,2077,BUSINESS,Can Tho CN1,3196556707,8.5,06/03/2021,06 Thg 3 2040,2004227122,73168837,2077395959
5974,ML-2020-005974,373,CAR,BR-HN01,1813659941,10.5,12.02.2023,12/02/2045,1135456485,27491818,1162948303
5975,ML-2024-005975,4903,CAR,BR-CT01,3707240888,7.5,09/04/2023,09-04-2034,773138633,14160958,787299591
5976,ML-2021-005976,2636,BUSINESS,Can Tho CN1,3471034040,10.5,12.01.2021,12-01-2035,2341615450,39124417,2380739867
5977,ML-2021-005977,1085,HOME,HN-01,4699297910,8.0,06-05-2022,06/05/2042,4533878358,146933373,4680811731
5978,ML-2020-005978,851,HOME,Ha Noi CN1,2872514487,7.5,2020-04-07,07 Thg 4 2045,2587749689,76452689,2664202378
5979,ML-2024-005979,4703,CAR,Da Nang CN1,2470289335,10.0,12/05/2020,12/05/2034,2277556720,56570572,2334127292
5980,ML-2024-005980,269,HOME,HCM_Q1,3377970956,11.0,19-10-2023,19 Thg 10 2039,1611179127,71496158,1682675285
5981,ML-2024-005981,4810,BUSINESS,CAN_THO_1,2178673435,8.0,18-03-2023,2044-03-18,2092452820,41339117,2133791937
5982,ML-2022-005982,2569,HOME,HA_NOI_CN1,3953415347,10.0,12/05/2021,12-05-2037,1138241213,30080787,1168322000
5983,ML-2020-005983,769,HOME,BR-HP01,643525939,10.0,23.10.2022,23/10/2040,599306901,23972043,623278944
5984,ML-2022-005984,1634,CAR,BR-HP01,1356151477,9.5,23/07/2021,23 Thg 7 2037,396007223,9017023,405024246
5985,ML-2022-005985,504,HOME,DN-01,3543390566,7.5,13.06.2021,13 Thg 6 2034,2341188215,61289378,2402477593
5986,ML-2022-005986,2817,HOME,BR-HN01,3154272360,11.0,15-08-2020,15/08/2033,756622364,12648388,769270752
5987,ML-2024-005987,425,HOME,CN-HCM-02,1135095023,7.5,14.02.2021,2031-02-14,1124795735,32230745,1157026480
5988,ML-2023-005988,3685,HOME,HN-01,4339784931,9.0,07.04.2021,2046-04-07,3896485991,38440036,3934926027
5989,ML-2021-005989,2590,BUSINESS,CAN_THO_1,4899142802,10.0,28/04/2020,28 Thg 4 2034,1136621540,36061775,1172683315
5990,ML-2021-005990,1889,BUSINESS,CAN_THO_1,1354684950,10.5,25-08-2021,2036-08-25,1073644785,13440779,1087085564
5991,ML-2021-005991,4876,BUSINESS,BR-CT01,2975959950,8.5,13-02-2022,13 Thg 2 2040,2833246572,107438162,2940684734
5992,ML-2024-005992,593,BUSINESS,Ho Chi Minh Q1,1334560592,9.0,21-08-2020,21 Thg 8 2039,548037534,12327144,560364678
5993,ML-2020-005993,3004,CAR,HA_NOI_CN1,1584439778,10.0,2022-11-17,2044-11-17,702701161,13927988,716629149
5994,ML-2021-005994,4478,BUSINESS,CN-HCM-02,2982608341,11.0,26/09/2020,26-09-2039,2056606285,54585781,2111192066
5995,ML-2022-005995,2357,CAR,CAN_THO_1,963561007,10.0,14-12-2021,14-12-2042,196875555,4652519,201528074
5996,ML-2024-005996,4364,CAR,Hai Phong CN1,1113863989,8.5,2022-02-14,2039-02-14,706125021,29013091,735138112
5997,ML-2020-005997,298,BUSINESS,Can Tho CN1,2852620434,10.0,2020-04-09,09-04-2036,654143428,26062118,680205546
5998,ML-2023-005998,3914,HOME,HN-01,671865271,8.0,28-03-2022,28/03/2044,600890114,22359157,623249271
5999,ML-2020-005999,784,HOME,BR-DN01,2471807526,8.0,2021-12-06,2034-12-06,2032487038,73613164,2106100202
6000,ML-2021-006000,519,CAR,HAI_PHONG_1,3380079943,7.5,17/11/2022,17/11/2047,2733851759,69898219,2803749978
6001,ML-2024-006001,4322,HOME,CAN_THO_1,4843761960,10.0,25-05-2021,2041-05-25,3395819398,92564184,3488383582
6002,ML-2021-006002,216,BUSINESS,BR-HP01,1318712045,10.0,21-08-2022,21/08/2034,1039268802,40327203,1079596005
6003,ML-2022-006003,3971,HOME,CN-HCM-01,2515739513,8.5,2021-11-09,09-11-2032,536268470,12708351,548976821
6004,ML-2020-006004,3232,BUSINESS,Ho Chi Minh Q1,2099185275,9.0,2020-09-24,24-09-2045,1471280065,64175737,1535455802
6005,ML-2022-006005,664,BUSINESS,Ha Noi CN1,2965596565,8.5,26/10/2021,2037-10-26,2780921175,101685823,2882606998
6006,ML-2021-006006,3104,CAR,Da Nang CN1,2896970046,8.0,2020-05-19,19-05-2043,665299563,25766091,691065654
6007,ML-2023-006007,4089,BUSINESS,Can Tho CN1,4927349394,9.0,2023-07-25,25/07/2044,3202130868,49701367,3251832235
6008,ML-2024-006008,416,CAR,HAI_PHONG_1,995347249,10.5,2023-02-14,14-02-2047,732703132,32774793,765477925
6009,ML-2021-006009,4402,HOME,Can Tho CN1,4732119478,8.0,2022-11-03,2039-11-03,1250138454,47018122,1297156576
6010,ML-2022-006010,4124,HOME,BR-HN01,3727897796,9.5,25/05/2021,25-05-2039,3546368094,132952927,3679321021
6011,ML-2020-006011,4784,BUSINESS,Ho Chi Minh Q1,4004558047,10.5,2023-04-19,19/04/2047,2274697609,65488882,2340186491
6012,ML-2023-006012,1444,HOME,BR-HP01,4905556695,8.0,2021-10-10,2040-10-10,1546067193,19159255,1565226448
6013,ML-2022-006013,2731,CAR,CN-HCM-01,1816781480,8.5,2023-04-08,08-04-2047,805353111,21535547,826888658
6014,ML-2022-006014,1027,HOME,HN-01,2311467916,11.0,22.08.2023,22/08/2039,1642722203,80874707,1723596910
6015,ML-2023-006015,199,CAR,HN-01,4113548731,9.0,13-03-2023,13/03/2046,1381392420,15139529,1396531949
6016,ML-2022-006016,3854,CAR,HP-01,4874074329,10.5,2022-06-27,2042-06-27,4667170567,155177904,4822348471
6017,ML-2021-006017,384,CAR,DA_NANG_1,1296000014,10.0,04-03-2020,2035-03-04,398591758,13817246,412409004
6018,ML-2024-006018,2897,CAR,Hai Phong CN1,3890628180,8.5,05/05/2021,05-05-2037,3076476022,41053590,3117529612
6019,ML-2020-006019,23,HOME,CAN_THO_1,818510062,8.5,06-01-2021,2037-01-06,688520560,16838428,705358988
6020,ML-2021-006020,4885,HOME,HA_NOI_CN1,3756895710,9.5,09-05-2022,09-05-2033,1346018986,55302747,1401321733
6021,ML-2022-006021,2819,BUSINESS,HN-01,540001943,10.0,2022-09-01,01 Thg 9 2043,185664709,4300712,189965421
6022,ML-2021-006022,4558,HOME,Ho Chi Minh Q3,2945053497,7.5,07/04/2021,07-04-2033,2726138039,34146690,2760284729
6023,ML-2021-006023,1770,CAR,HCM_Q1,509235373,10.5,06.07.2020,06-07-2039,123967354,3980420,127947774
6024,ML-2023-006024,2927,CAR,HN-01,4975203909,8.0,26-11-2021,2046-11-26,1211405874,41542238,1252948112
6025,ML-2021-006025,957,CAR,HN-01,2960360848,7.5,23/12/2020,23-12-2035,1128301211,30489334,1158790545
6026,ML-2020-006026,1370,HOME,HP-01,4187051247,11.0,18-04-2020,18 Thg 4 2044,3032661739,88894535,3121556274
6027,ML-2021-006027,1819,BUSINESS,HA_NOI_CN1,3649309508,10.5,2021-06-19,19 Thg 6 2043,3238572580,52587991,3291160571
6028,ML-2020-006028,2846,HOME,HN-01,3599414903,7.5,11/01/2020,11/01/2040,1970428846,71575151,2042003997
6029,ML-2021-006029,2769,BUSINESS,HA_NOI_CN1,2052054671,8.5,2021-02-26,26-02-2044,856049194,9709623,865758817
6030,ML-2021-006030,592,CAR,BR-HCM02,2531231959,8.5,26.12.2020,2042-12-26,872704289,32573460,905277749
6031,ML-2023-006031,2443,CAR,BR-HP01,3927063659,8.0,15.09.2022,15 Thg 9 2047,1016786765,9117272,1025904037
6032,ML-2024-006032,4202,CAR,BR-HP01,994470816,11.0,12.03.2023,2039-03-12,679252251,20319439,699571690
6033,ML-2021-006033,2611,HOME,BR-HCM02,4172661853,8.0,21/09/2022,2032-09-21,3849295367,59795861,3909091228
6034,ML-2023-006034,746,BUSINESS,HAI_PHONG_1,2604118243,8.5,08.04.2023,08 Thg 4 2047,2467329269,96359095,2563688364
6035,ML-2021-006035,3605,BUSINESS,Ho Chi Minh Q1,3396212543,10.5,10-08-2022,10-08-2044,3085056302,123127038,3208183340
6036,ML-2021-006036,3070,CAR,HP-01,2344879200,9.5,18.04.2021,18/04/2035,1884836821,72229911,1957066732
6037,ML-2021-006037,4866,HOME,Hai Phong CN1,3688616832,8.0,25.12.2023,2038-12-25,3279902460,51240633,3331143093
6038,ML-2022-006038,733,BUSINESS,HN-01,2617922984,8.5,16.07.2020,16/07/2035,1113046053,28850528,1141896581
6039,ML-2020-006039,3150,HOME,HA_NOI_CN1,3077844254,9.5,2020-01-03,2037-01-03,1057478232,48545810,1106024042
6040,ML-2024-006040,2798,BUSINESS,HA_NOI_CN1,4148206200,9.5,07/12/2023,07/12/2034,2309248924,94798544,2404047468
6041,ML-2024-006041,1287,HOME,HCM_Q3,3713593842,9.5,08/04/2020,08/04/2032,2309234859,95279865,2404514724
6042,ML-2020-006042,3660,BUSINESS,HN-01,2583407161,7.5,03-06-2020,03/06/2042,970101113,10890394,980991507
6043,ML-2021-006043,2275,CAR,HCM_Q1,2747005776,7.5,28/04/2020,28/04/2031,877944991,20880341,898825332
6044,ML-2024-006044,200,CAR,Ha Noi CN1,1543696941,8.5,2022-07-11,11-07-2041,1173139848,21693344,1194833192
6045,ML-2022-006045,4708,BUSINESS,HP-01,329633987,9.0,09-06-2023,2040-06-09,156025700,3128596,159154296
6046,ML-2022-006046,320,HOME,HN-01,2840615900,10.0,21/05/2023,21 Thg 5 2037,1016317144,43235458,1059552602
6047,ML-2024-006047,1994,HOME,DA_NANG_1,535236298,9.0,21.01.2021,2034-01-21,158555428,5892116,164447544
6048,ML-2020-006048,3573,CAR,HP-01,3573448634,11.0,01-06-2023,01/06/2039,3391711986,74686975,3466398961
6049,ML-2020-006049,1826,BUSINESS,Ho Chi Minh Q3,2825781640,11.0,2021-08-14,2046-08-14,1510808279,26259648,1537067927
6050,ML-2023-006050,729,BUSINESS,CT-01,4572799191,11.0,03.11.2022,03 Thg 11 2047,4494342428,236962385,4731304813
6051,ML-2021-006051,2899,HOME,Ha Noi CN1,805169524,8.0,21.06.2023,2047-06-21,528991214,19085812,548077026
6052,ML-2023-006052,4588,BUSINESS,CT-01,3156826949,11.0,03.04.2022,03 Thg 4 2036,1844637794,55267039,1899904833
6053,ML-2023-006053,2335,HOME,Ho Chi Minh Q3,660782207,9.5,26/04/2020,26 Thg 4 2034,286074919,6332875,292407794
6054,ML-2023-006054,3582,BUSINESS,CAN_THO_1,3742039456,7.5,20-09-2021,2044-09-20,1610289115,29782139,1640071254
6055,ML-2022-006055,1685,HOME,BR-HCM02,4005017925,11.0,25-06-2022,25/06/2038,3908932256,118716004,4027648260
6056,ML-2024-006056,1391,HOME,HP-01,3043010026,9.5,23-03-2023,23 Thg 3 2045,1131014840,10890635,1141905475
6057,ML-2022-006057,3126,CAR,Ha Noi CN1,4450590764,9.0,09/05/2023,09-05-2048,2950083419,100174346,3050257765
6058,ML-2024-006058,90,BUSINESS,HAI_PHONG_1,2798625778,10.5,24-02-2023,24 Thg 2 2047,2128445368,35243403,2163688771
6059,ML-2024-006059,4702,HOME,Ha Noi CN1,2690898588,10.5,07-12-2021,07 Thg 12 2033,2075976774,90221939,2166198713
6060,ML-2023-006060,182,CAR,DA_NANG_1,4823366163,9.0,13.08.2023,13 Thg 8 2036,1636057581,51782709,1687840290
6061,ML-2020-006061,3515,CAR,HCM_Q1,4037041994,9.0,2020-03-02,02-03-2032,908588455,35117982,943706437
6062,ML-2023-006062,948,HOME,Hai Phong CN1,4343497304,7.5,02/10/2020,02/10/2044,1922408281,23715200,1946123481
6063,ML-2021-006063,2517,BUSINESS,DN-01,1264095945,10.0,2023-10-14,2043-10-14,396992872,7173680,404166552
6064,ML-2020-006064,575,CAR,CN-HCM-01,2887687766,9.5,19-04-2023,19-04-2043,1162523579,18655101,1181178680
6065,ML-2023-006065,1966,CAR,BR-HCM01,2881677542,7.5,2020-11-26,2030-11-26,2810151067,71648435,2881799502
6066,ML-2022-006066,4575,HOME,BR-HP01,1824705484,10.0,17/09/2022,2043-09-17,1485395755,18257999,1503653754
6067,ML-2021-006067,2828,CAR,CAN_THO_1,1003265983,8.0,04.05.2020,2040-05-04,481546294,10675138,492221432
6068,ML-2021-006068,3376,BUSINESS,HCM_Q1,1759402467,10.0,19.03.2022,19/03/2040,902667515,26185208,928852723
6069,ML-2020-006069,3576,HOME,BR-HN01,1046069134,9.0,05.09.2023,05 Thg 9 2034,625803183,18759055,644562238
6070,ML-2023-006070,4450,BUSINESS,Can Tho CN1,4194492051,10.0,03.10.2021,03-10-2045,952350685,24228715,976579400
6071,ML-2024-006071,1482,CAR,Hai Phong CN1,2436377979,10.5,2022-12-07,07/12/2035,1719829315,62230204,1782059519
6072,ML-2024-006072,2080,CAR,DA_NANG_1,3182624391,9.5,14-07-2021,2046-07-14,933166732,27176980,960343712
6073,ML-2021-006073,3696,BUSINESS,CT-01,2120170852,8.5,27.02.2021,27/02/2039,1732579394,51032569,1783611963
6074,ML-2023-006074,2586,HOME,Da Nang CN1,3603122960,10.5,22.01.2020,22 Thg 1 2040,2004532091,86961529,2091493620
6075,ML-2023-006075,2977,BUSINESS,Can Tho CN1,3760671762,8.5,11.01.2022,11 Thg 1 2036,1171992486,46386953,1218379439
6076,ML-2022-006076,3276,BUSINESS,CN-HCM-01,3688063959,8.0,2023-01-13,2042-01-13,1363891184,51774991,1415666175
6077,ML-2020-006077,1982,BUSINESS,CN-HCM-02,1252733506,7.5,14-05-2023,14-05-2037,483002282,11464250,494466532
6078,ML-2020-006078,1743,CAR,BR-HN01,4111324742,10.0,10-07-2020,10/07/2037,3139521440,139633465,3279154905
6079,ML-2024-006079,2635,CAR,HP-01,4564708104,9.5,08-02-2020,08-02-2043,2840231468,123505647,2963737115
6080,ML-2024-006080,3706,HOME,Ho Chi Minh Q1,3856824972,8.5,16-09-2022,16/09/2038,2043404640,28847592,2072252232
6081,ML-2024-006081,4949,HOME,Ho Chi Minh Q1,1712958908,8.0,2022-12-27,27-12-2044,361511599,10750485,372262084
6082,ML-2023-006082,4306,BUSINESS,CAN_THO_1,2865982361,11.0,2020-10-20,2034-10-20,2827416665,39425607,2866842272
6083,ML-2020-006083,2756,BUSINESS,HN-01,2542668334,7.5,24.06.2022,2040-06-24,1948096612,52959526,2001056138
6084,ML-2021-006084,1964,HOME,DA_NANG_1,4636262392,11.0,20/05/2020,2035-05-20,4090595313,212491103,4303086416
6085,ML-2022-006085,4279,CAR,DA_NANG_1,4880533479,8.5,22.10.2020,22/10/2041,4363574004,108957337,4472531341
6086,ML-2020-006086,423,BUSINESS,HCM_Q3,3927125527,9.5,22-03-2023,22/03/2036,3789646142,159486344,3949132486
6087,ML-2020-006087,1241,HOME,CAN_THO_1,4072203760,7.5,2020-08-02,02/08/2039,2011122036,72171130,2083293166
6088,ML-2022-006088,4943,CAR,DA_NANG_1,660786432,9.0,04-05-2022,04/05/2035,555179905,21177340,576357245
6089,ML-2021-006089,378,CAR,CT-01,3822887237,9.0,04/01/2023,04/01/2048,781366662,33253736,814620398
6090,ML-2023-006090,4135,BUSINESS,BR-HCM02,3860629761,7.5,13/12/2021,13 Thg 12 2041,3793796797,80756757,3874553554
6091,ML-2022-006091,333,CAR,HP-01,2818728299,7.5,2020-07-05,05 Thg 7 2043,2583794932,60590706,2644385638
6092,ML-2021-006092,640,HOME,CN-HCM-01,1820787245,9.0,2022-01-25,25 Thg 1 2034,815131529,19105859,834237388
6093,ML-2020-006093,1463,HOME,BR-HP01,698665067,7.5,07/01/2023,2046-01-07,281425067,3753776,285178843
6094,ML-2023-006094,4042,HOME,DN-01,1786599527,10.5,28/08/2021,28 Thg 8 2039,991099074,46097035,1037196109
6095,ML-2022-006095,905,CAR,CAN_THO_1,3681002721,8.5,27-06-2020,27 Thg 6 2030,1148534163,14893330,1163427493
6096,ML-2023-006096,944,BUSINESS,BR-HN01,2544301537,10.0,2021-04-07,07/04/2044,1899810547,55485883,1955296430
6097,ML-2023-006097,4749,HOME,HCM_Q1,2687838961,9.5,23/09/2021,2038-09-23,707948410,24885305,732833715
6098,ML-2024-006098,3974,HOME,HN-01,3708604736,8.5,14-01-2021,14/01/2042,1788861359,42487219,1831348578
6099,ML-2022-006099,989,CAR,CAN_THO_1,3287921105,10.5,14.11.2022,14-11-2035,2978235301,69279173,3047514474
6100,ML-2021-006100,3429,BUSINESS,BR-HCM02,4119273092,8.0,2023-03-09,09/03/2043,1653561035,37054031,1690615066
6101,ML-2021-006101,1711,CAR,BR-HP01,1272359865,9.0,10/02/2023,10-02-2042,1175450559,33110336,1208560895
6102,ML-2023-006102,4495,BUSINESS,HAI_PHONG_1,4923908090,8.0,19-04-2022,19/04/2047,1041181518,15136774,1056318292
6103,ML-2022-006103,654,BUSINESS,BR-CT01,1935557454,9.5,2023-03-19,2048-03-19,915044514,10016829,925061343
6104,ML-2022-006104,499,CAR,Can Tho CN1,2347956345,10.0,08-07-2021,2039-07-08,1404957014,15675356,1420632370
6105,ML-2021-006105,1049,HOME,HN-01,1367341446,9.5,21-09-2021,21 Thg 9 2041,680152906,17432460,697585366
6106,ML-2023-006106,2958,HOME,BR-DN01,3862272634,8.5,09.01.2022,09 Thg 1 2034,2250708295,35631303,2286339598
6107,ML-2023-006107,3079,BUSINESS,BR-HN01,4221249368,11.0,18-02-2020,18/02/2042,894771527,31992105,926763632
6108,ML-2020-006108,925,CAR,DA_NANG_1,662402430,8.0,26/02/2021,26-02-2045,470159797,16521002,486680799
6109,ML-2021-006109,898,BUSINESS,Ha Noi CN1,1931171678,8.5,27.05.2021,2034-05-27,596794148,9222449,606016597
6110,ML-2024-006110,2764,HOME,BR-HCM01,2796474799,10.5,21/09/2022,21/09/2036,573663967,25317214,598981181
6111,ML-2023-006111,4934,BUSINESS,HA_NOI_CN1,2580042332,10.5,19.06.2022,19 Thg 6 2034,2250936414,75806768,2326743182
6112,ML-2024-006112,3447,BUSINESS,BR-DN01,4776262702,8.5,2020-03-27,2036-03-27,3647913170,115999959,3763913129
6113,ML-2021-006113,4905,CAR,CAN_THO_1,4558811566,10.0,21-08-2023,21 Thg 8 2045,3726204828,64085689,3790290517
6114,ML-2024-006114,4797,CAR,CT-01,4511634177,8.5,2023-11-11,11-11-2042,4385492782,155955230,4541448012
6115,ML-2023-006115,1787,CAR,DA_NANG_1,444373414,10.5,20-11-2021,2040-11-20,441850264,11275495,453125759
6116,ML-2022-006116,3960,HOME,BR-CT01,4110204112,9.5,17.07.2020,17-07-2030,1988449961,52217195,2040667156
6117,ML-2022-006117,1727,BUSINESS,HP-01,350767387,7.5,20/09/2021,20-09-2039,233116692,8643509,241760201
6118,ML-2020-006118,1422,BUSINESS,BR-CT01,4876158741,10.0,2022-03-06,06/03/2041,4825111908,226698207,5051810115
6119,ML-2021-006119,3338,BUSINESS,BR-HN01,2323820988,11.0,26-12-2022,26-12-2038,2056837029,23259791,2080096820
6120,ML-2020-006120,3554,BUSINESS,Ho Chi Minh Q3,3883790932,8.5,07-08-2022,07/08/2046,3291186236,61785521,3352971757
6121,ML-2023-006121,2137,CAR,HN-01,2205225881,10.5,08/10/2022,2043-10-08,989756195,35035153,1024791348
6122,ML-2024-006122,3072,BUSINESS,DA_NANG_1,1403424461,11.0,23.02.2020,23/02/2035,1194901592,39444368,1234345960
6123,ML-2022-006123,894,BUSINESS,HAI_PHONG_1,2514462529,10.5,12-07-2023,12-07-2037,1633939902,41895599,1675835501
6124,ML-2021-006124,4965,HOME,BR-CT01,1356970805,10.5,15/12/2023,15-12-2033,1269154552,13730550,1282885102
6125,ML-2024-006125,4662,CAR,CT-01,1207705146,10.0,07.08.2023,07/08/2038,728973604,32032945,761006549
6126,ML-2023-006126,4996,BUSINESS,BR-DN01,4385595415,9.5,10/02/2022,10/02/2043,1688449211,17223629,1705672840
6127,ML-2021-006127,1624,BUSINESS,BR-HCM02,2497632619,11.0,18.08.2022,18-08-2038,2199171183,100072093,2299243276
6128,ML-2022-006128,1537,CAR,DA_NANG_1,3792006273,9.5,22-09-2021,22-09-2038,1695024730,65460657,1760485387
6129,ML-2021-006129,385,CAR,BR-DN01,4458349974,10.5,16/03/2022,16 Thg 3 2042,2161998165,70828475,2232826640
6130,ML-2024-006130,4174,BUSINESS,BR-HP01,3584794953,8.0,13.12.2023,13 Thg 12 2045,2149653787,76193835,2225847622
6131,ML-2022-006131,2325,CAR,DA_NANG_1,4674763851,11.0,05-10-2022,05 Thg 10 2046,3358734652,93546621,3452281273
6132,ML-2024-006132,665,CAR,BR-HCM01,382622012,11.0,08.02.2021,08 Thg 2 2035,378688616,20447162,399135778
6133,ML-2022-006133,1565,HOME,Ho Chi Minh Q3,2784557963,10.0,2021-04-09,2036-04-09,1897846748,89456889,1987303637
6134,ML-2020-006134,2577,BUSINESS,Ho Chi Minh Q3,3807315772,11.0,19-12-2023,19 Thg 12 2041,3796788804,89657875,3886446679
6135,ML-2024-006135,1669,CAR,Can Tho CN1,4122811377,10.0,04/04/2020,04/04/2045,2733539579,99636725,2833176304
6136,ML-2021-006136,695,CAR,BR-CT01,3556634270,11.0,17.01.2020,17-01-2042,2423273308,124785101,2548058409
6137,ML-2020-006137,3059,CAR,Hai Phong CN1,2690391208,8.5,04.09.2023,04/09/2044,2164245460,50282559,2214528019
6138,ML-2024-006138,3873,BUSINESS,BR-HN01,3039849782,7.5,2020-05-12,12 Thg 5 2035,2249238511,23751074,2272989585
6139,ML-2023-006139,3738,HOME,DA_NANG_1,699212418,8.0,2021-08-02,2034-08-02,534567907,7723948,542291855
6140,ML-2022-006140,1888,BUSINESS,HP-01,4006475255,11.0,2022-06-23,23 Thg 6 2036,3058584191,34001566,3092585757
6141,ML-2021-006141,1177,BUSINESS,Da Nang CN1,2632054620,11.0,12.02.2022,12 Thg 2 2047,2041517456,68952648,2110470104
6142,ML-2024-006142,2811,HOME,HN-01,2655488323,11.0,11.03.2023,11/03/2047,949765017,51205498,1000970515
6143,ML-2020-006143,4134,CAR,HAI_PHONG_1,2410347408,8.0,21/11/2020,21/11/2031,1512495154,24605881,1537101035
6144,ML-2020-006144,1291,BUSINESS,DN-01,2244564791,11.0,19/08/2020,19-08-2042,1322611150,45890311,1368501461
6145,ML-2021-006145,1035,HOME,Ho Chi Minh Q1,2647789749,8.0,12-09-2023,12/09/2035,875817355,24752160,900569515
6146,ML-2023-006146,2924,BUSINESS,BR-HCM01,3893470531,8.0,01-10-2022,01 Thg 10 2038,1072868223,40790267,1113658490
6147,ML-2024-006147,2579,BUSINESS,BR-DN01,3352898189,8.0,20-04-2023,2043-04-20,1103292344,28098413,1131390757
6148,ML-2024-006148,278,BUSINESS,HCM_Q1,3566495955,8.0,2023-10-27,27-10-2036,2610884268,58217653,2669101921
6149,ML-2022-006149,4944,HOME,Ho Chi Minh Q1,4371319811,10.5,03.05.2023,2048-05-03,1698205647,55225467,1753431114
6150,ML-2024-006150,27,CAR,BR-CT01,4390662303,11.0,18.09.2023,18/09/2048,1568174134,51228465,1619402599
6151,ML-2022-006151,4788,BUSINESS,HA_NOI_CN1,1745134115,9.0,08.07.2022,2035-07-08,1234743242,52620096,1287363338
6152,ML-2024-006152,4325,HOME,HN-01,1119501663,10.0,26/02/2023,26-02-2033,484940640,6344895,491285535
6153,ML-2022-006153,3066,HOME,Ho Chi Minh Q1,4459242612,7.5,25/08/2023,25 Thg 8 2036,2239974702,29981504,2269956206
6154,ML-2022-006154,621,BUSINESS,CAN_THO_1,2325195812,8.0,2021-06-08,08/06/2035,2159720757,45432515,2205153272
6155,ML-2024-006155,3710,HOME,CN-HCM-01,1270827766,7.5,09.03.2020,2033-03-09,302537663,4307304,306844967
6156,ML-2021-006156,2479,HOME,HCM_Q1,658943125,8.5,15-10-2023,15-10-2041,387752891,16140533,403893424
6157,ML-2023-006157,2635,CAR,HAI_PHONG_1,4270767049,8.5,17/03/2022,17 Thg 3 2038,2228700994,52959664,2281660658
6158,ML-2024-006158,4003,BUSINESS,Can Tho CN1,680790658,7.5,2023-07-16,16/07/2037,401998804,7960862,409959666
6159,ML-2024-006159,4140,BUSINESS,CT-01,3870332317,9.0,14-12-2021,14-12-2042,3367283775,48640090,3415923865
6160,ML-2021-006160,1352,BUSINESS,Ha Noi CN1,3094774430,10.5,09.02.2023,2036-02-09,2450988025,105964066,2556952091
6161,ML-2021-006161,2717,HOME,HCM_Q3,2959213699,9.5,02-10-2022,02/10/2047,2697560424,112939709,2810500133
6162,ML-2022-006162,3133,HOME,HAI_PHONG_1,1318068697,10.0,28-06-2021,2035-06-28,956680858,11842277,968523135
6163,ML-2021-006163,2316,HOME,Ho Chi Minh Q1,4690038472,9.5,18.10.2020,2037-10-18,1696300027,58870914,1755170941
6164,ML-2021-006164,3090,CAR,HP-01,2674333004,10.5,26-11-2021,26 Thg 11 2038,1767271037,40251627,1807522664
6165,ML-2022-006165,310,CAR,HN-01,309270620,11.0,17-08-2021,17 Thg 8 2037,240794126,6226908,247021034
6166,ML-2023-006166,3487,HOME,Da Nang CN1,2151605330,8.0,05.10.2022,2041-10-05,1392561764,45763762,1438325526
6167,ML-2020-006167,1544,BUSINESS,BR-HP01,3124669259,7.5,2020-03-24,24 Thg 3 2030,1667247902,58257054,1725504956
6168,ML-2023-006168,2225,HOME,BR-HCM02,4527239238,7.5,01/02/2022,01/02/2037,1546387024,28072815,1574459839
6169,ML-2024-006169,4904,HOME,HP-01,1840074193,7.5,2021-10-17,17-10-2037,1181801523,17705984,1199507507
